"id","name","gender","type","party","screen_name"
1036,"Charles E. Schumer","M","sen","Democrat","senschumer"
1037,"Robert C. ""Bobby"" Scott","M","rep","Democrat","RepBobbyScott"
1041,"F. James Sensenbrenner, Jr.","M","rep","Republican","RepSensenbrenner"
1042,"José E. Serrano","M","rep","Democrat","RepJoseSerrano"
1525,"Pete Sessions","M","rep","Republican","petesessions"
1049,"Richard C. Shelby","M","sen","Republican","RichardShelby"
1526,"Brad Sherman","M","rep","Democrat","63158229861"
1527,"John Shimkus","M","rep","Republican","repshimkus"
1069,"Louise McIntosh Slaughter","F","rep","Democrat","RepLouiseSlaughter"
1528,"Adam Smith","M","rep","Democrat","RepAdamSmith"
1071,"Christopher H. Smith","M","rep","Republican","RepChrisSmith"
1075,"Lamar Smith","M","rep","Republican","LamarSmithTX21"
1588,"Janice D. Schakowsky","F","rep","Democrat","janschakowsky"
1590,"Michael K. Simpson","M","rep","Republican","96007744606"
1635,"Adam B. Schiff","M","rep","Democrat","RepAdamSchiff"
1681,"Bill Shuster","M","rep","Republican","Rep.Shuster"
1757,"Linda T. Sánchez","F","rep","Democrat","CongresswomanLindaSanchez"
1722,"David Scott","M","rep","Democrat","113303673339"
1818,"Albio Sires","M","rep","Democrat","81058818750"
1854,"John P. Sarbanes","M","rep","Democrat","RepSarbanes"
1861,"Carol Shea-Porter","F","rep","Democrat","repsheaporter"
1890,"Jackie Speier","F","rep","Democrat","JackieSpeier"
1892,"Steve Scalise","M","rep","Republican","RepSteveScalise"
1962,"Gregorio Kilili Camacho Sablan","M","rep","Democrat","153423912663"
1950,"Kurt Schrader","M","rep","Democrat","repschrader"
1901,"Jeanne Shaheen","F","sen","Democrat","SenatorShaheen"
1994,"David Schweikert","M","rep","Republican","repdavidschweikert"
2056,"Tim Scott","M","sen","Republican","SenatorTimScott"
1988,"Terri A. Sewell","F","rep","Democrat","RepSewell"
2047,"Steve Stivers","M","rep","Republican","116058275133542"
2009,"Austin Scott","M","rep","Republican","RepAustinScott"
2124,"Bradley Scott Schneider","M","rep","Democrat","CongressmanBradSchneider"
2099,"Kyrsten Sinema","F","rep","Democrat","CongresswomanSinema"
2168,"Chris Stewart","M","rep","Republican","RepChrisStewart"
2104,"Eric Swalwell","M","rep","Democrat","CongressmanEricSwalwell"
2173,"Brian Schatz","M","sen","Democrat","SenBrianSchatz"
2191,"Jason Smith","M","rep","Republican","repjasonsmith"
2263,"Elise M. Stefanik","F","rep","Republican","RepEliseStefanik"
2289,"Ben Sasse","M","sen","Republican","SenatorSasse"
2290,"Dan Sullivan","M","sen","Republican","SenDanSullivan"
NA,"Darren Soto","M","rep","Democrat","CongressmanDarrenSoto"
NA,"Thomas R. Suozzi","M","rep","Democrat","RepTomSuozzi"
1151,"Bennie G. Thompson","M","rep","Democrat","CongressmanBennieGThompson"
1155,"Mac Thornberry","M","rep","Republican","repmacthornberry"
1593,"Mike Thompson","M","rep","Democrat","RepMikeThompson"
2085,"Patrick J. Toomey","M","sen","Republican","senatortoomey"
1664,"Patrick J. Tiberi","M","rep","Republican","RepPatTiberi"
1741,"Michael R. Turner","M","rep","Republican","RepMikeTurner"
1829,"Jon Tester","M","sen","Democrat","senatortester"
1884,"Niki Tsongas","F","rep","Democrat","RepTsongas"
1952,"Glenn Thompson","M","rep","Republican","CongressmanGT"
1940,"Dina Titus","F","rep","Democrat","CongresswomanTitus"
1942,"Paul Tonko","M","rep","Democrat","reppaultonko"
1997,"Scott R. Tipton","M","rep","Republican","CongressmanScottTipton"
2110,"Mark Takano","M","rep","Democrat","RepMarkTakano"
2231,"Norma J. Torres","F","rep","Democrat","RepNormaTorres"
2250,"David A. Trott","M","rep","Republican","RepDaveTrott"
2291,"Thom Tillis","M","sen","Republican","SenatorThomTillis"
NA,"Claudia Tenney","F","rep","Republican","RepClaudiaTenney"
1177,"Fred Upton","M","rep","Republican","RepFredUpton"
1567,"Tom Udall","M","sen","Democrat","senatortomudall"
1184,"Nydia M. Velázquez","F","rep","Democrat","8037068318"
1188,"Peter J. Visclosky","M","rep","Democrat","repvisclosky"
1729,"Chris Van Hollen","M","sen","Democrat","chrisvanhollen"
2105,"David G. Valadao","M","rep","Republican","CongressmanDavidValadao"
2112,"Juan Vargas","M","rep","Democrat","RepJuanVargas"
2166,"Marc A. Veasey","M","rep","Democrat","CongressmanMarcVeasey"
2167,"Filemon Vela","M","rep","Democrat","USCongressmanFilemonVela"
1205,"Maxine Waters","F","rep","Democrat","MaxineWaters"
1226,"Roger F. Wicker","M","sen","Republican","SenatorWicker"
1596,"Greg Walden","M","rep","Republican","repgregwalden"
1688,"Joe Wilson","M","rep","Republican","JoeWilson"
1777,"Debbie Wasserman Schultz","F","rep","Democrat","RepDWS"
1855,"Tim Walberg","M","rep","Republican","RepWalberg"
1879,"Peter Welch","M","rep","Democrat","PeterWelch"
1823,"Sheldon Whitehouse","M","sen","Democrat","SenatorWhitehouse"
1886,"Robert J. Wittman","M","rep","Republican","RepRobWittman"
1897,"Mark R. Warner","M","sen","Democrat","MarkRWarner"
2002,"Daniel Webster","M","rep","Republican","RepWebster"
2004,"Frederica S. Wilson","F","rep","Democrat","RepWilson"
1991,"Steve Womack","M","rep","Republican","RepSteveWomack"
2008,"Rob Woodall","M","rep","Republican","RepRobWoodall"
2137,"Ann Wagner","F","rep","Republican","RepAnnWagner"
2128,"Jackie Walorski","F","rep","Republican","RepJackieWalorski"
2161,"Randy K. Weber, Sr.","M","rep","Republican","TXRandy14"
2152,"Brad R. Wenstrup","M","rep","Republican","RepBradWenstrup"
2165,"Roger Williams","M","rep","Republican","RepRogerWilliams"
2182,"Elizabeth Warren","F","sen","Democrat","senatorelizabethwarren"
2255,"Mark Walker","M","rep","Republican","RepMarkWalker"
2232,"Mimi Walters","F","rep","Republican","RepMimiWalters"
2224,"Bruce Westerman","M","rep","Republican","RepWesterman"
2259,"Bonnie Watson Coleman","F","rep","Democrat","RepBonnie"
1256,"Don Young","M","rep","Republican","RepDonYoung"
1853,"John A. Yarmuth","M","rep","Democrat","214258646163"
2021,"Kevin Yoder","M","rep","Republican","CongressmanKevinYoder"
2019,"Todd Young","M","sen","Republican","SenatorToddYoung"
2115,"Ted S. Yoho","M","rep","Republican","CongressmanTedYoho"
2242,"David Young","M","rep","Republican","RepDavidYoung"
2261,"Lee M. Zeldin","M","rep","Republican","RepLeeZeldin"
